,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Weather
349,Umtata,-31.5889,28.7844,43.36,81,85,4.61,ZA,overcast clouds
350,Loa Janan,-0.583,117.095,72.77,98,97,1.95,ID,overcast clouds
351,Vitre,48.1178,-1.2058,78.62,47,11,6.04,FR,few clouds
352,Ofaqim,31.3141,34.6203,82.71,52,0,8.25,IL,clear sky
353,Marrakesh,31.6315,-8.0083,114.87,8,40,4.61,MA,scattered clouds
354,Eyrarbakki,63.863,-21.1481,66.2,84,46,8.79,IS,scattered clouds
355,Bud,39.447,-86.1758,84.31,80,73,4.65,US,broken clouds
356,Seoul,37.5683,126.9778,76.6,71,0,6.91,KR,clear sky
357,Lawrenceburg,38.0373,-84.8966,90.52,66,64,10.42,US,broken clouds
358,Amalapuram,16.5833,82.0167,79.25,89,100,2.84,IN,overcast clouds
359,Vasylivka,47.4369,35.2742,67.08,46,100,7.2,UA,overcast clouds
360,Nizhniy Kuranakh,58.8353,125.4869,59.2,76,43,3.96,RU,scattered clouds
361,Ambovombe,-25.1667,46.0833,66.99,86,3,9.31,MG,light rain
362,Presidencia Roque Saenz Pena,-26.7852,-60.4388,67.96,23,15,6.08,AR,few clouds
363,Irtyshskiy,58.3333,68.1333,57.76,74,62,4.79,RU,broken clouds
364,Bambous Virieux,-20.3428,57.7575,68.25,88,20,3.44,MU,few clouds
365,Saint-Leu,-21.15,55.2833,70.66,80,7,4.21,RE,light rain
366,Huangpu,25.4433,113.1747,76.33,96,99,0.56,CN,overcast clouds
367,Beloha,-25.1667,45.05,67.35,84,23,14.54,MG,light rain
368,Zamora,-4.0692,-78.9567,87.04,64,94,4.9,EC,light rain
369,Dayong,25.0209,118.2898,82.08,96,100,1.45,CN,overcast clouds
370,Hamilton,39.1834,-84.5333,91.2,67,75,5.01,US,broken clouds
371,Fernley,39.608,-119.2518,94.12,22,95,2.71,US,overcast clouds
372,Saraland,30.8207,-88.0706,93.42,67,45,2.55,US,scattered clouds
373,Harrisonville,38.6533,-94.3488,81.25,79,40,17.27,US,scattered clouds
374,Mogadishu,2.0371,45.3438,76.68,88,37,15.93,SO,scattered clouds
375,Mathbaria,22.2876,89.9593,81.19,89,100,8.57,BD,light rain
376,Hami,42.8,93.45,87.3,20,82,13.04,CN,broken clouds
377,Elizabethtown,37.694,-85.8591,90.75,65,40,8.05,US,scattered clouds
378,Buraydah,26.326,43.975,104.45,11,19,11.99,SA,few clouds
379,Airai,-8.9266,125.4092,56.03,54,6,3.44,TL,clear sky
380,Rybachiy,48.7073,44.7449,89.46,33,36,12.77,RU,scattered clouds
381,Malatya,38.5,38.0,66.25,68,75,10.36,TR,broken clouds
382,Shimoda,34.6667,138.95,78.91,92,100,23.78,JP,overcast clouds
383,Ambalavao,-21.8333,46.9333,58.08,82,1,4.47,MG,clear sky
384,Vanavara,60.34,102.2797,57.74,92,67,3.56,RU,broken clouds
385,Ambon,-3.6954,128.1814,77.14,88,40,3.44,ID,scattered clouds
386,Jacareacanga,-6.2222,-57.7528,93.51,55,20,4.61,BR,smoke
387,Madimba,-10.4,40.3333,74.52,83,20,9.22,TZ,few clouds
388,Sampit,-2.5333,112.95,73.24,98,99,2.08,ID,light rain
389,Mangrol,21.1167,70.1167,81.23,80,100,14.09,IN,overcast clouds
390,Atar,20.5169,-13.0499,111.24,7,22,20.27,MR,few clouds
391,Sorong,-0.8833,131.25,77.7,86,97,4.21,ID,overcast clouds
392,Sangin,32.0728,64.8359,88.97,9,0,4.38,AF,clear sky
393,Srednekolymsk,67.45,153.6833,55.29,89,75,8.14,RU,light rain
394,Basco,20.4487,121.9702,83.75,71,33,13.76,PH,scattered clouds
395,Vostok,46.4856,135.8833,56.62,69,93,2.73,RU,overcast clouds
396,Ati,13.2154,18.3353,82.85,66,87,8.61,TD,overcast clouds
397,San Cristobal,7.7669,-72.225,82.58,54,79,6.24,VE,broken clouds
398,Sao Filipe,14.8961,-24.4956,77.49,74,67,12.15,CV,broken clouds
399,Vila,42.0304,-8.1588,81.7,46,0,4.65,PT,clear sky
400,Magaria,12.9983,8.9099,83.12,59,94,1.5,NE,overcast clouds
401,Cabedelo,-6.9811,-34.8339,83.07,69,50,18.32,BR,scattered clouds
402,San Pedro De Ycuamandiyu,-24.0917,-57.0764,60.31,49,100,1.68,PY,overcast clouds
403,Whitefish,48.4111,-114.3376,81.1,27,0,3.2,US,clear sky
404,Mount Gambier,-37.8333,140.7667,46.31,93,90,10.36,AU,mist
405,Ewa Beach,21.3156,-158.0072,80.1,88,8,15.3,US,clear sky
406,Kyabe,9.4515,18.9449,73.81,93,94,2.82,TD,overcast clouds
407,Palmerston,-12.486,130.9833,71.58,81,2,0.0,AU,clear sky
408,Moerai,-22.4333,-151.3333,75.42,81,100,27.25,PF,light rain
409,Mae Sai,20.4335,99.8762,78.12,99,100,1.21,TH,light rain
410,Maumere,-8.6199,122.2111,77.43,74,11,4.0,ID,few clouds
411,Kokopo,-4.352,152.2633,75.83,87,100,5.99,PG,overcast clouds
412,Vardo,70.3705,31.1107,53.8,100,90,1.14,NO,fog
413,Mosetse,-20.75,26.65,58.84,71,0,28.5,BW,clear sky
414,Bandarbeyla,9.4942,50.8122,76.21,87,3,29.48,SO,clear sky
415,Dongsheng,39.8161,109.9776,65.61,67,1,11.79,CN,clear sky
416,Svetlogorsk,52.6333,29.7333,63.23,62,33,6.53,BY,scattered clouds
417,Pangnirtung,66.1451,-65.7125,53.6,82,75,5.75,CA,broken clouds
418,Saint-Joseph,-21.3667,55.6167,70.18,78,21,4.27,RE,few clouds
419,Cayenne,4.9333,-52.3333,84.09,74,75,5.01,GF,light rain
420,Afrikanda,67.4429,32.7828,57.56,85,96,7.67,RU,overcast clouds
421,Cidreira,-30.1811,-50.2056,60.15,80,99,13.62,BR,overcast clouds
422,Kununurra,-15.7667,128.7333,76.98,29,0,5.75,AU,clear sky
423,Iberia,29.9502,-91.7507,88.09,89,90,11.5,US,overcast clouds
424,Silver City,32.7701,-108.2803,72.3,64,40,3.0,US,scattered clouds
425,Manicore,-5.8092,-61.3003,100.83,20,52,3.76,BR,broken clouds
426,Tiarei,-17.5333,-149.3333,77.02,68,81,20.11,PF,broken clouds
427,Kalianget,-7.05,113.9333,79.32,82,30,9.28,ID,scattered clouds
428,Richards Bay,-28.783,32.0377,61.86,58,98,10.13,ZA,overcast clouds
429,Inverell,-29.7833,151.1167,46.89,92,0,4.12,AU,clear sky
430,Maceio,-9.6658,-35.7353,80.04,65,40,9.22,BR,scattered clouds
431,Teguldet,57.3064,88.1667,51.84,94,99,3.8,RU,overcast clouds
432,Januaria,-15.4833,-44.3667,88.83,21,15,7.2,BR,few clouds
433,Waipawa,-41.4122,175.5153,47.03,92,8,5.91,NZ,clear sky
434,Pahrump,36.2083,-115.9839,97.32,22,40,5.99,US,scattered clouds
435,Bubaque,11.2833,-15.8333,79.38,79,100,10.78,GW,overcast clouds
436,Naberera,-4.2,36.9333,64.78,58,80,11.48,TZ,broken clouds
437,Drymen,56.0655,-4.452,62.92,87,43,13.8,GB,scattered clouds
438,Tooele,40.5308,-112.2983,93.29,33,1,4.61,US,clear sky
439,Nizwa,22.9333,57.5333,95.67,30,100,8.93,OM,overcast clouds
440,Maniitsoq,65.4167,-52.9,48.24,90,100,20.13,GL,moderate rain
441,Carauari,-4.8828,-66.8958,98.85,24,61,3.74,BR,broken clouds
442,Lompoc,34.6391,-120.4579,87.01,63,55,1.99,US,broken clouds
443,Salaya,22.3167,69.6,81.79,75,99,15.59,IN,overcast clouds
444,Winnemucca,40.973,-117.7357,89.11,16,13,2.73,US,few clouds
445,Ugoofaaru,5.6667,73.0,82.72,73,100,15.23,MV,overcast clouds
446,Zhuhai,22.2769,113.5678,85.05,89,40,13.8,CN,scattered clouds
447,Nioro,13.35,-15.75,82.87,71,93,9.06,GM,overcast clouds
448,Bereda,43.2686,-7.5406,77.41,81,0,6.13,ES,clear sky
449,Ossora,59.2353,163.0719,55.98,83,85,1.81,RU,overcast clouds
450,Calama,-22.4667,-68.9333,70.29,11,1,19.57,CL,clear sky
451,Tinde,-3.8833,33.2,78.96,36,68,3.18,TZ,broken clouds
452,Praia Da Vitoria,38.7333,-27.0667,78.76,84,9,14.97,PT,clear sky
453,Casas Grandes,30.3667,-107.95,74.44,68,55,2.46,MX,broken clouds
454,Shingu,33.7333,135.9833,79.92,93,100,13.35,JP,moderate rain
455,Amapa,1.0,-52.0,79.9,81,98,1.57,BR,overcast clouds
456,Along,28.1667,94.7667,75.02,99,100,0.98,IN,overcast clouds
457,Plettenberg Bay,-34.0527,23.3716,51.89,79,12,7.99,ZA,few clouds
458,Vigrestad,58.5667,5.7,55.96,76,94,7.31,NO,overcast clouds
459,San Juan De Abajo,20.8167,-105.1833,86.68,61,24,4.23,MX,few clouds
460,Dali,25.7,100.1833,64.85,96,100,4.29,CN,overcast clouds
461,Galesong,-5.3166,119.3661,78.82,77,73,6.93,ID,broken clouds
462,Cabanas,22.9758,-82.9219,86.47,63,14,13.0,CU,light rain
463,Bagdarin,54.4333,113.6,56.32,82,88,0.36,RU,overcast clouds
464,Natal,-5.795,-35.2094,81.39,60,65,16.08,BR,broken clouds
465,Nha Trang,12.25,109.1833,78.8,83,100,2.89,VN,overcast clouds
466,The Valley,18.217,-63.0578,85.1,82,38,14.45,AI,scattered clouds
467,Bay Roberts,47.5999,-53.2648,73.06,80,95,4.0,CA,overcast clouds
468,Piacabucu,-10.4056,-36.4344,77.65,67,14,9.93,BR,few clouds
469,Padang,-0.9492,100.3543,77.36,88,72,3.22,ID,broken clouds
470,Kotri,25.366,68.3122,82.26,69,82,22.28,PK,broken clouds
471,Longjiang,47.3303,123.1836,59.2,97,80,6.42,CN,broken clouds
472,Eagle Pass,28.7091,-100.4995,92.26,53,0,12.06,US,clear sky
473,Rayevskiy,54.0658,54.9468,64.42,28,27,5.86,RU,scattered clouds
474,Warwick,41.7001,-71.4162,96.4,61,75,12.66,US,broken clouds
475,Mlonggo,-6.5333,110.7,77.95,81,6,4.79,ID,clear sky
476,Beroroha,-21.6667,45.1667,71.17,35,0,4.52,MG,clear sky
477,High Level,58.5169,-117.136,74.5,50,87,4.09,CA,overcast clouds
478,Okulovka,58.4008,33.2908,59.22,82,30,6.71,RU,scattered clouds
479,Vila Do Maio,15.1333,-23.2167,76.95,79,51,15.48,CV,broken clouds
480,Semey,50.4111,80.2275,55.49,88,99,12.26,KZ,overcast clouds
481,Cascais,38.6979,-9.4215,85.35,54,20,17.27,PT,few clouds
482,Kirakira,-10.4544,161.9205,77.54,89,83,9.46,SB,light rain
483,Opuwo,-18.0607,13.84,71.49,24,28,5.66,NA,scattered clouds
484,Placido De Castro,-10.3353,-67.1856,96.04,24,0,3.51,BR,clear sky
485,Kemijarvi,66.7131,27.4306,58.15,86,41,3.56,FI,scattered clouds
486,Nagothana,18.5333,73.1333,80.62,87,99,3.0,IN,light rain
487,Verin,41.9415,-7.4381,88.23,15,0,9.37,ES,clear sky
488,Hay River,60.8156,-115.7999,70.14,55,95,10.69,CA,overcast clouds
489,Sirok,47.9333,20.2,73.8,49,50,2.82,HU,scattered clouds
490,Tomatlan,19.9333,-105.25,87.39,62,30,4.9,MX,scattered clouds
491,Santarem,-2.4431,-54.7083,84.33,70,40,11.5,BR,scattered clouds
492,Gerash,27.6652,54.1371,93.15,45,2,4.45,IR,clear sky
493,Namatanai,-3.6667,152.4333,78.21,81,100,5.88,PG,overcast clouds
494,Vorozhba,51.1733,34.2192,65.5,55,17,6.67,UA,few clouds
495,Saucillo,28.0167,-105.2833,74.19,59,100,1.28,MX,overcast clouds
496,Morlaix,48.5833,-4.0,70.12,66,0,8.05,FR,clear sky
497,Itarema,-2.9248,-39.9167,84.4,60,62,19.39,BR,broken clouds
498,Alvaraes,-3.2208,-64.8042,97.34,32,92,2.33,BR,overcast clouds
499,Yeppoon,-23.1333,150.7333,58.78,89,1,8.66,AU,clear sky
500,Puerto Leguizamo,-0.1934,-74.7819,74.25,96,98,1.45,CO,overcast clouds
501,Labuhan,-6.8844,112.2051,76.33,87,23,8.5,ID,few clouds
502,Nacala,-14.5428,40.6728,72.88,80,2,6.62,MZ,clear sky
503,Penzance,50.1186,-5.5371,65.41,94,40,12.66,GB,scattered clouds
504,Burnie,-41.0667,145.9167,49.12,79,87,5.95,AU,overcast clouds
505,San Ignacio,17.1561,-89.0714,96.37,33,5,3.18,BZ,clear sky
506,Acapulco,16.8634,-99.8901,86.4,65,29,7.85,MX,scattered clouds
507,Ostrovnoy,68.0531,39.5131,52.3,98,100,7.65,RU,overcast clouds
508,Zelenoborskiy,66.845,32.3622,59.79,80,97,5.32,RU,overcast clouds
509,Taoudenni,22.6783,-3.9836,110.52,9,5,18.45,ML,clear sky
510,Kitimat,54.0524,-128.6534,76.91,64,11,2.13,CA,few clouds
511,Mbalmayo,3.5167,11.5,72.52,82,46,5.37,CM,scattered clouds
512,Tambopata,-12.7333,-69.1833,90.27,27,9,2.91,PE,clear sky
513,Chanasma,23.7167,72.1167,83.97,65,100,13.06,IN,overcast clouds
514,Acari,-15.4311,-74.6158,76.46,49,35,10.51,PE,scattered clouds
515,Katsuura,35.1333,140.3,78.91,91,100,25.9,JP,light rain
516,Baranchinskiy,58.1617,59.6991,57.9,68,13,4.05,RU,few clouds
517,Bathsheba,13.2167,-59.5167,85.26,72,46,17.4,BB,scattered clouds
518,San Juan,-31.5375,-68.5364,63.37,25,0,3.98,AR,clear sky
519,Madisonville,37.3281,-87.4989,88.21,70,96,1.99,US,overcast clouds
520,Hobyo,5.3505,48.5268,76.73,86,92,26.24,SO,overcast clouds
521,Mayumba,-3.432,10.6554,74.62,84,32,6.98,GA,scattered clouds
522,Aykhal,66.0,111.5,45.19,91,73,7.87,RU,broken clouds
523,Touros,-5.1989,-35.4608,81.95,65,31,19.19,BR,scattered clouds
524,Birao,10.2849,22.7882,72.93,94,39,4.74,CF,scattered clouds
525,Keti Bandar,24.1447,67.4497,80.37,79,99,16.6,PK,overcast clouds
526,Sovetskiy,61.3614,63.5842,60.94,68,60,5.86,RU,broken clouds
527,Jaguarao,-32.5661,-53.3758,59.31,61,40,12.35,BR,scattered clouds
528,Iraray,8.9936,118.0511,78.96,84,99,1.88,PH,overcast clouds
529,Zeya,53.75,127.2667,57.51,91,47,2.39,RU,scattered clouds
530,Lucea,18.451,-78.1736,87.85,62,69,4.21,JM,broken clouds
531,Tucuman,-26.8241,-65.2226,65.88,22,0,5.39,AR,clear sky
532,Los Llanos De Aridane,28.6585,-17.9182,72.12,83,40,16.11,ES,scattered clouds
533,Gewane,10.1664,40.6453,90.59,40,21,3.2,ET,few clouds
534,Sitka,57.0531,-135.33,60.15,99,100,9.19,US,heavy intensity rain
535,Todos Santos,23.45,-110.2167,91.11,71,24,9.08,MX,few clouds
536,Kolaras,25.2333,77.6,77.83,83,99,8.63,IN,overcast clouds
537,Lagos,6.5833,3.75,76.39,85,100,7.14,NG,overcast clouds
538,Ambanja,-13.6833,48.45,73.4,84,32,1.59,MG,light rain
539,Golden,39.7555,-105.2211,85.57,49,20,3.0,US,few clouds
540,Puerto Penasco,31.3167,-113.5333,84.9,80,47,17.0,MX,scattered clouds
541,Dargaville,-35.9333,173.8833,52.21,81,69,8.77,NZ,broken clouds
542,Peniche,39.3558,-9.3811,85.48,87,3,15.1,PT,clear sky
543,Adamovka,51.5223,59.9396,63.09,42,98,5.99,RU,overcast clouds
544,Tibati,6.4667,12.6333,69.17,92,91,2.77,CM,light rain
545,Barra Do Garcas,-15.89,-52.2567,97.79,14,13,5.03,BR,few clouds
546,Senanga,-16.1167,23.2667,70.11,16,0,3.29,ZM,clear sky
547,Hohhot,40.8106,111.6522,67.06,57,33,5.08,CN,scattered clouds
548,Atmakur,15.8833,78.5833,75.52,86,100,1.9,IN,overcast clouds
549,Clovis,36.8252,-119.7029,100.36,32,1,3.44,US,haze
550,Am Timan,11.0297,20.2827,75.0,87,82,4.36,TD,light rain
551,Malka,43.8039,43.3242,72.21,88,96,7.43,RU,overcast clouds
552,Derazhnya,49.2692,27.4338,64.62,58,44,5.35,UA,scattered clouds
553,Luanda,-8.8368,13.2343,71.46,83,26,12.01,AO,scattered clouds
554,Mahajanga,-15.7167,46.3167,77.02,78,0,6.91,MG,clear sky
555,Zhezkazgan,47.8043,67.7144,61.54,52,18,7.27,KZ,few clouds
556,Luganville,-15.5333,167.1667,73.69,84,81,10.31,VU,broken clouds
557,Walvis Bay,-22.9575,14.5053,59.09,67,8,13.38,NA,clear sky
558,Stara Vyzhivka,51.4376,24.44,67.26,57,75,4.97,UA,broken clouds
559,Altagracia De Orituco,9.8601,-66.3814,83.73,64,99,6.71,VE,overcast clouds
560,Clyde River,70.4692,-68.5914,41.23,93,75,18.41,CA,broken clouds
561,Kibala,9.1104,18.3463,74.16,92,88,3.2,TD,overcast clouds
562,Hualmay,-11.0964,-77.6139,67.32,68,49,11.54,PE,scattered clouds
563,Sobolevo,54.4299,31.8996,61.83,68,29,6.22,RU,scattered clouds
564,Bernalillo,35.05,-106.6673,86.67,45,99,1.01,US,overcast clouds
565,Jackson,42.4165,-122.8345,87.04,25,93,2.73,US,overcast clouds
566,Rio Tercero,-32.173,-64.1141,60.8,24,7,9.28,AR,clear sky
567,Save,8.0425,2.486,75.36,88,100,3.8,BJ,light rain
568,Soe,-9.8607,124.284,62.28,83,2,5.26,ID,clear sky
569,Magnitogorsk,53.4186,59.0472,67.03,32,69,4.47,RU,broken clouds
570,Khasan,42.4308,130.6434,63.57,83,68,4.74,RU,broken clouds
571,Kutum,14.2,24.6667,77.88,60,95,9.01,SD,overcast clouds
572,Epinal,48.1833,6.45,84.96,84,81,4.09,FR,broken clouds
573,Harbour Breton,47.4833,-55.7983,64.65,99,100,12.28,CA,overcast clouds
574,Timbiqui,2.7717,-77.6654,81.81,73,82,6.93,CO,light rain
575,Freeport,40.6576,-73.5832,98.49,55,30,4.0,US,scattered clouds
576,Lillooet,50.6856,-121.942,87.24,29,9,0.58,CA,clear sky
577,Gorontalo,0.5412,123.0595,73.99,94,100,2.37,ID,overcast clouds
578,Shelburne,44.0787,-80.2041,83.75,54,42,12.24,CA,scattered clouds
579,Oranjestad,12.524,-70.027,91.35,55,20,17.27,AW,few clouds
580,Sibu,2.3,111.8167,73.35,99,100,2.1,MY,moderate rain
581,Noboribetsu,42.4514,141.1731,61.16,75,99,13.6,JP,overcast clouds
582,Quibdo,5.6947,-76.6611,83.16,69,100,2.71,CO,overcast clouds
583,Poum,-20.2333,164.0167,69.24,62,5,11.97,NC,clear sky
584,Buritis,-15.6178,-46.4233,89.4,16,16,6.51,BR,few clouds
585,Mugur-Aksy,50.35,90.5,52.56,85,100,3.31,RU,overcast clouds
586,Baarle-Hertog,51.4041,4.8916,73.94,66,90,3.0,BE,overcast clouds
587,Lake Havasu City,34.4839,-114.3224,95.05,40,1,3.0,US,clear sky
588,Nouadhibou,20.931,-17.0347,72.18,83,3,27.85,MR,clear sky
589,Zhigansk,66.7697,123.3711,50.23,90,100,19.06,RU,overcast clouds
590,Urumqi,43.801,87.6005,74.35,41,0,4.47,CN,light rain
591,Jagdispur,25.4833,84.4167,80.42,73,100,4.0,IN,overcast clouds
592,Lac-Megantic,45.5834,-70.8823,89.51,38,13,6.73,CA,few clouds
593,Huron,41.1501,-82.5499,87.82,71,95,13.09,US,overcast clouds
594,Sokode,8.9833,1.1333,71.82,91,99,2.21,TG,overcast clouds
595,Wattegama,6.7989,81.4808,76.44,87,99,3.27,LK,overcast clouds
596,Grindavik,63.8424,-22.4338,59.56,82,40,11.5,IS,scattered clouds
597,Christchurch,-43.5333,172.6333,47.48,93,9,4.61,NZ,clear sky
598,Idritsa,56.3316,28.8988,62.76,71,72,4.5,RU,broken clouds
599,Havre-Saint-Pierre,50.2334,-63.5986,66.61,90,94,10.8,CA,overcast clouds
600,Rawson,-43.3002,-65.1023,65.37,21,0,9.73,AR,clear sky
601,Taltal,-25.4,-70.4833,63.18,60,4,8.14,CL,clear sky
602,Gazanjyk,39.2446,55.5154,90.32,18,0,18.05,TM,clear sky
603,Marienburg,54.0359,19.0266,76.66,54,61,9.15,PL,broken clouds
604,Kyra,49.5776,111.9753,57.69,88,93,2.59,RU,overcast clouds
605,Alghero,40.5589,8.3181,89.69,48,0,11.5,IT,clear sky
606,Marshalltown,42.0494,-92.908,83.98,21,22,7.76,US,few clouds
607,Dennery,13.8996,-60.8879,83.3,78,100,15.52,LC,overcast clouds
608,Point Fortin,10.1833,-61.6833,87.89,69,98,5.7,TT,overcast clouds
609,Mitsamiouli,-11.3847,43.2844,77.09,74,3,3.69,KM,clear sky
610,Lazi,48.0667,24.2333,62.74,73,39,3.47,UA,scattered clouds
611,Nishihara,26.1842,127.7558,80.26,94,40,14.97,JP,scattered clouds
612,Beatrice,40.2681,-96.747,85.73,57,1,8.05,US,clear sky
613,Maarianhamina,60.0973,19.9348,66.06,82,0,13.8,AX,clear sky
614,Alugan,12.2188,125.4808,78.26,86,66,2.21,PH,light rain
615,Jacqueville,5.2052,-4.4146,80.51,82,92,8.75,CI,overcast clouds
616,Progreso,21.2833,-89.6667,85.93,63,15,11.9,MX,few clouds
617,Brodick,55.5754,-5.1472,63.16,80,16,17.49,GB,few clouds
618,Bodden Town,19.2833,-81.25,88.99,73,9,4.0,KY,clear sky
619,Thinadhoo,0.5333,72.9333,83.07,72,67,17.83,MV,broken clouds
620,Baruun-Urt,46.6806,113.2792,57.94,91,96,7.29,MN,overcast clouds
621,Edgewater,28.9889,-80.9023,93.13,66,40,12.66,US,scattered clouds
622,Tafresh,34.692,50.013,79.05,10,10,3.87,IR,clear sky
623,Tura,25.5198,90.2201,74.55,98,100,5.44,IN,overcast clouds
624,Nantucket,41.2835,-70.0995,93.61,93,8,13.53,US,clear sky
625,Vila Franca Do Campo,37.7167,-25.4333,75.61,70,2,10.67,PT,clear sky
626,Catio,11.2833,-15.25,78.06,83,100,5.68,GW,overcast clouds
627,Kyzyl-Suu,42.3414,78.0056,58.32,72,100,2.48,KG,overcast clouds
628,Laukaa,58.7372,29.8453,62.17,73,56,6.24,RU,broken clouds
629,Portobelo,9.55,-79.65,81.01,78,100,4.74,PA,overcast clouds
630,Bowen,-20.0167,148.2333,63.84,93,20,8.66,AU,few clouds
631,Markova,48.6758,24.4138,69.39,79,47,2.53,UA,scattered clouds
632,Agadez,19.75,10.25,96.6,10,0,9.62,NE,clear sky
633,Kalabo,-14.97,22.6814,69.37,15,0,2.06,ZM,clear sky
634,Longyearbyen,78.2186,15.6401,44.44,65,75,16.11,SJ,broken clouds
635,Mascota,20.5167,-104.7833,73.31,60,42,2.37,MX,scattered clouds
636,Nova Olinda Do Norte,-3.8881,-59.0942,96.71,36,87,2.64,BR,light rain
637,Whitehorse,60.7161,-135.0538,57.09,91,100,6.35,CA,light rain
638,Westport,41.1415,-73.3579,98.1,58,18,3.0,US,few clouds
639,Pecanha,-18.5486,-42.5569,75.0,42,24,7.58,BR,few clouds
640,Sao Felix Do Xingu,-6.6447,-51.995,99.14,21,99,5.75,BR,overcast clouds
641,Mackay,-21.15,149.2,66.04,94,40,6.91,AU,scattered clouds
642,Lima,-12.0432,-77.0282,66.13,77,90,4.61,PE,overcast clouds
643,Ajdabiya,30.7554,20.2263,88.9,31,0,23.02,LY,clear sky
644,Maneadero,31.7167,-116.5667,88.2,77,5,3.0,MX,clear sky
645,High Rock,26.6208,-78.2833,85.86,69,75,14.56,BS,broken clouds
646,Doha,25.2867,51.5333,98.58,47,0,3.44,QA,clear sky
647,Half Moon Bay,37.4636,-122.4286,81.88,67,20,1.01,US,few clouds
648,Dolores,-36.3132,-57.6792,55.49,55,4,6.8,AR,clear sky
649,Hobe Sound,27.0595,-80.1364,89.98,80,75,10.36,US,broken clouds
650,Tutoia,-2.7619,-42.2744,83.68,67,61,15.05,BR,broken clouds
651,Alekseyevka,50.6309,38.6903,68.85,48,100,6.78,RU,light rain
652,Nanortalik,60.1432,-45.2371,49.46,86,34,2.62,GL,scattered clouds
653,Plouzane,48.3833,-4.6167,70.12,68,0,8.05,FR,clear sky
654,Te Anau,-45.4167,167.7167,40.98,93,100,6.08,NZ,light rain
655,Colwyn Bay,53.2948,-3.7267,69.87,72,10,8.01,GB,clear sky
656,Reyes,-14.3167,-67.3833,81.88,29,87,3.96,BO,overcast clouds
657,Priiskovyy,51.9333,116.6333,54.28,89,25,2.55,RU,scattered clouds
658,Nizhnevartovsk,60.9344,76.5531,57.22,94,0,2.24,RU,clear sky
659,Kloulklubed,7.0419,134.2556,82.96,71,36,4.0,PW,scattered clouds
660,Langres,47.8333,5.3333,83.25,82,76,4.25,FR,broken clouds
661,Northam,51.0333,-4.2167,69.42,90,34,15.3,GB,scattered clouds
662,Soyo,-6.1349,12.3689,73.99,84,13,9.19,AO,few clouds
663,Xiongzhou,25.1167,114.3,77.94,92,100,2.93,CN,overcast clouds
664,Parvatsar,26.8833,74.7667,84.47,55,100,15.46,IN,overcast clouds
665,Del Rio,29.3627,-100.8968,91.42,58,40,12.66,US,scattered clouds
666,Biguacu,-27.4942,-48.6556,55.9,97,100,3.24,BR,light rain
667,Alappuzha,9.49,76.3264,77.67,86,100,10.02,IN,overcast clouds
668,Avera,33.194,-82.5271,94.68,37,5,1.61,US,clear sky
669,Wladyslawowo,54.7909,18.4009,76.55,62,87,7.07,PL,overcast clouds
670,Haywards Heath,50.9977,-0.1031,70.47,78,20,1.01,GB,few clouds
671,Teguise,29.0605,-13.564,75.42,69,20,19.57,ES,few clouds
672,Powell River,49.8496,-124.5361,86.27,52,5,1.79,CA,clear sky
673,Mirzapur,25.15,82.5833,84.06,73,100,5.77,IN,overcast clouds
674,Sisimiut,66.9395,-53.6735,53.64,77,100,9.33,GL,light rain
675,Port-Gentil,-0.7193,8.7815,77.09,83,99,11.23,GA,overcast clouds
676,Maralal,1.0968,36.698,66.31,61,89,6.24,KE,overcast clouds
677,Zharkent,44.1628,80.0,71.13,34,98,2.8,KZ,overcast clouds
678,Manaus,-3.1019,-60.025,75.7,94,75,9.22,BR,light rain
679,Olivehurst,39.0955,-121.5522,100.29,27,22,5.23,US,few clouds
680,Bronnoysund,65.4625,12.1997,64.92,77,0,9.22,NO,clear sky
681,Koumac,-20.5667,164.2833,63.46,74,0,6.15,NC,clear sky
682,Ust-Uda,54.1742,103.0304,59.38,97,49,1.45,RU,scattered clouds
683,Bichura,50.5881,107.6022,59.25,91,27,2.68,RU,scattered clouds
684,Burns Lake,54.2331,-125.7533,79.92,35,8,3.94,CA,clear sky
685,Nadym,65.5333,72.5167,56.95,97,100,4.9,RU,overcast clouds
686,Hinton,53.4001,-117.5857,77.11,23,0,5.46,CA,clear sky
687,Ayan,56.45,138.1667,62.53,74,86,2.68,RU,overcast clouds
688,Darhan,49.4867,105.9228,60.71,93,83,0.96,MN,broken clouds
689,Albert Lea,43.648,-93.3683,78.94,43,1,10.36,US,clear sky
690,Kedrovyy,56.1667,91.8167,61.21,97,86,4.25,RU,overcast clouds
691,Arman,59.7,150.1667,54.0,93,99,1.48,RU,overcast clouds
692,Verkhnevilyuysk,63.4453,120.3167,63.1,90,70,2.91,RU,broken clouds
693,Cockburn Town,21.4612,-71.1419,82.92,77,100,18.3,TC,overcast clouds
694,Victoria Point,-27.5833,153.3,63.91,94,73,4.59,AU,broken clouds
695,Okhotsk,59.3833,143.3,54.54,93,12,1.16,RU,few clouds
696,Merrill,45.1805,-89.6835,71.67,45,1,10.36,US,clear sky
697,Yerbogachen,61.2767,108.0108,61.3,87,100,4.43,RU,overcast clouds
698,Rio Gallegos,-51.6226,-69.2181,54.9,52,100,18.97,AR,overcast clouds
699,Atambua,-9.1061,124.8925,68.52,82,6,5.5,ID,clear sky
