City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Ornskoldsvik,SE,2021-08-13 01:23:39,63.2909,18.7153,51.62,100,89,3.44
293,Malkara,TR,2021-08-13 01:23:40,40.89,26.9011,67.44,81,0,6.26
294,Khatanga,RU,2021-08-13 01:23:40,71.9667,102.5,47.46,77,100,7.78
295,Mayo,US,2021-08-13 01:23:40,38.8876,-76.5119,90.09,85,1,11.21
296,Hammerfest,NO,2021-08-13 01:23:41,70.6634,23.6821,52.25,87,75,2.3
297,Huaidian,CN,2021-08-13 01:23:41,33.4333,115.0333,70.63,96,100,7.2
298,Tuatapere,NZ,2021-08-13 01:23:41,-46.1333,167.6833,52.83,67,19,3.44
299,Juba,SS,2021-08-13 01:19:16,4.8517,31.5825,69.28,95,9,2.84
300,Fort Nelson,CA,2021-08-13 01:21:06,58.8053,-122.7002,74.79,57,75,4.61
301,Sisimiut,GL,2021-08-13 01:23:42,66.9395,-53.6735,48.83,68,98,2.8
302,Lakes Entrance,AU,2021-08-13 01:23:43,-37.8811,147.981,64.18,49,8,7.0
303,Santiago Del Estero,AR,2021-08-13 01:23:05,-27.7951,-64.2615,53.46,23,33,6.58
304,Kavieng,PG,2021-08-13 01:23:43,-2.5744,150.7967,81.09,78,100,8.84
305,Alberton,CA,2021-08-13 01:23:43,46.8168,-64.0654,73.53,95,8,8.66
306,Biak,ID,2021-08-13 01:23:44,-0.9131,122.8766,81.03,73,35,6.49
307,Saint-Francois,FR,2021-08-13 01:23:44,46.4154,3.9054,64.18,94,0,2.3
308,Port Moresby,PG,2021-08-13 01:23:44,-9.4431,147.1797,85.42,70,40,17.27
309,Saint-Augustin,CA,2021-08-13 01:23:45,51.226,-58.6502,61.43,96,100,4.63
310,Carutapera,BR,2021-08-13 01:23:45,-1.195,-46.02,78.24,89,100,7.63
311,Meadow Lake,US,2021-08-13 01:23:45,34.8014,-106.5436,81.88,54,38,11.79
312,Malkangiri,IN,2021-08-13 01:23:46,18.35,81.9,78.87,89,81,1.34
313,Umm Kaddadah,SD,2021-08-13 01:23:46,13.6017,26.6876,82.67,58,82,8.61
314,Suntar,RU,2021-08-13 01:23:47,62.1444,117.6319,71.08,68,58,5.32
315,Chiredzi,ZW,2021-08-13 01:20:34,-21.05,31.6667,61.14,44,0,3.31
316,Airai,TL,2021-08-13 01:23:47,-8.9266,125.4092,70.99,48,27,5.59
317,Xinzhi,CN,2021-08-13 01:23:47,36.4989,111.7047,70.29,88,100,3.8
318,Esperance,AU,2021-08-13 01:23:48,-33.8667,121.9,55.08,70,7,10.22
319,Vardo,NO,2021-08-13 01:23:48,70.3705,31.1107,51.22,92,100,7.61
320,Carballo,ES,2021-08-13 01:23:48,43.213,-8.691,64.87,97,63,3.89
321,Zhigansk,RU,2021-08-13 01:19:24,66.7697,123.3711,66.22,47,100,10.11
322,Mogadishu,SO,2021-08-13 01:23:49,2.0371,45.3438,75.7,87,66,15.17
323,Bondo,CD,2021-08-13 01:23:49,3.8146,23.6866,68.29,99,100,2.26
324,La Roda,ES,2021-08-13 01:23:48,39.2167,-2.15,84.9,28,0,6.24
325,Fujin,CN,2021-08-13 01:23:50,47.26,132.0322,75.38,48,1,4.14
326,Dudinka,RU,2021-08-13 01:23:50,69.4058,86.1778,50.65,64,98,9.8
327,Chifeng,CN,2021-08-13 01:23:51,42.2683,118.9636,62.87,83,100,4.74
328,Sal Rei,CV,2021-08-13 01:19:53,16.1833,-22.9167,75.76,81,99,19.06
329,Puerto Escondido,MX,2021-08-13 01:23:51,15.85,-97.0667,83.23,65,75,0.0
330,Ciudad Bolivar,VE,2021-08-13 01:23:51,8.1222,-63.5497,78.15,86,100,5.57
331,Dicabisagan,PH,2021-08-13 01:23:19,17.0818,122.4157,86.02,68,100,5.75
332,Nhulunbuy,AU,2021-08-13 01:23:52,-12.2333,136.7667,84.81,58,40,14.97
333,Tiksi,RU,2021-08-13 01:23:52,71.6872,128.8694,50.31,67,97,19.84
334,Clyde,US,2021-08-13 01:23:53,41.3042,-82.9752,82.71,78,100,9.8
335,Puro,PH,2021-08-13 01:23:53,12.4841,123.3827,84.61,69,15,3.76
336,Henderson,US,2021-08-13 01:23:53,36.0397,-114.9819,106.16,26,1,11.5
337,Belmonte,BR,2021-08-13 01:23:54,-15.8631,-38.8828,68.5,79,70,6.17
338,Saint Anthony,US,2021-08-13 01:23:54,45.0205,-93.218,75.79,37,1,1.01
339,Maneadero,MX,2021-08-13 01:23:54,31.7167,-116.5667,85.19,80,21,4.0
340,Karabulak,RU,2021-08-13 01:23:55,43.3036,44.8964,70.36,81,51,7.09
341,Alofi,NU,2021-08-13 01:23:55,-19.0595,-169.9187,73.29,73,93,5.75
342,Narsaq,GL,2021-08-13 01:23:55,60.9167,-46.05,48.42,76,89,2.91
343,Gubkinskiy,RU,2021-08-13 01:23:56,64.434,76.5026,58.01,64,100,10.49
344,Westport,US,2021-08-13 01:23:56,41.1415,-73.3579,84.85,79,1,5.99
345,Sao Gabriel Da Cachoeira,BR,2021-08-13 01:23:57,-0.1303,-67.0892,73.15,97,100,0.51
346,Bogorodskoye,RU,2021-08-13 01:23:57,56.55,37.8833,61.79,96,76,7.14
347,Dalvik,IS,2021-08-13 01:23:57,65.9702,-18.5286,49.93,92,49,1.45
348,Batagay,RU,2021-08-13 01:23:58,67.6333,134.6333,67.33,56,98,7.05
349,Qui Nhon,VN,2021-08-13 01:23:58,13.7667,109.2333,85.64,63,100,5.48
350,Broome,US,2021-08-13 01:23:58,42.2506,-75.833,77.7,89,77,1.23
351,Sretensk,RU,2021-08-13 01:23:59,52.2453,117.7093,61.54,72,93,1.61
352,Andenes,NO,2021-08-13 01:23:59,69.3143,16.1194,53.58,94,90,8.05
353,Muisne,EC,2021-08-13 01:23:59,0.6,-80.0333,74.59,81,100,7.29
354,Novobirilyussy,RU,2021-08-13 01:24:00,56.9514,90.6661,58.91,94,100,6.91
355,Gamba,GA,2021-08-13 01:24:00,-2.65,10.0,73.2,88,85,4.05
356,Temir,KZ,2021-08-13 01:24:00,49.1414,57.13,60.08,46,0,9.95
357,Nanjing,CN,2021-08-13 01:20:26,32.0617,118.7778,80.51,91,100,7.45
358,Ukholovo,RU,2021-08-13 01:24:01,53.7929,40.4892,64.65,92,100,3.15
359,Beyla,GN,2021-08-13 01:24:01,8.6833,-8.6333,68.99,99,100,5.66
360,Sao Joao Da Barra,BR,2021-08-13 01:24:02,-21.6403,-41.0511,69.13,88,57,10.02
361,Salinopolis,BR,2021-08-13 01:21:29,-0.6136,-47.3561,78.94,89,100,12.41
362,Usinsk,RU,2021-08-13 01:24:02,65.9939,57.5281,58.62,99,100,8.97
363,Vacaria,BR,2021-08-13 01:24:03,-28.5122,-50.9339,44.62,87,100,10.11
364,Chontalpa,MX,2021-08-13 01:24:03,17.7,-93.5167,78.48,82,100,6.96
365,Fare,PF,2021-08-13 01:24:03,-16.7,-151.0167,78.62,69,5,12.91
366,Caconda,AO,2021-08-13 01:24:04,-13.7333,15.0667,55.63,31,0,2.35
367,Eureka,US,2021-08-13 01:20:36,40.8021,-124.1637,81.68,74,74,4.0
368,Luebo,CD,2021-08-13 01:24:04,-5.35,21.4167,74.07,65,35,2.04
369,Chateau-Thierry,FR,2021-08-13 01:24:04,49.05,3.4,67.96,82,4,4.34
370,Canton,CN,2021-08-13 01:24:05,23.1167,113.25,87.75,68,100,6.44
371,Pontes E Lacerda,BR,2021-08-13 01:24:05,-15.2261,-59.3353,67.3,56,9,4.74
372,Catacocha,EC,2021-08-13 01:24:06,-4.0667,-79.6333,55.17,82,41,1.54
373,Kieta,PG,2021-08-13 01:24:06,-6.2167,155.6333,82.92,74,55,7.36
374,Bowen,AU,2021-08-13 01:24:06,-20.0167,148.2333,74.46,64,17,16.91
375,Kadoma,JP,2021-08-13 01:24:07,34.7333,135.5833,80.58,94,75,4.61
376,Havoysund,NO,2021-08-13 01:24:07,70.9963,24.6622,52.68,91,92,4.5
377,Hamilton,US,2021-08-13 01:23:38,39.1834,-84.5333,86.77,76,1,6.91
378,Marawi,PH,2021-08-13 01:24:08,7.9986,124.2928,75.65,76,53,0.83
379,Mount Isa,AU,2021-08-13 01:24:08,-20.7333,139.5,78.57,27,0,11.5
380,Ouro Preto Do Oeste,BR,2021-08-13 01:24:08,-10.7481,-62.2158,78.71,39,1,5.01
381,Nuuk,GL,2021-08-13 01:23:24,64.1835,-51.7216,47.01,87,20,13.8
382,Tofield,CA,2021-08-13 01:24:09,53.3668,-112.6686,76.89,26,100,14.18
383,Xiamen,CN,2021-08-13 01:22:15,24.4798,118.0819,87.85,74,40,6.71
384,Asgardstrand,NO,2021-08-13 01:24:09,59.3489,10.4675,64.63,59,75,3.0
385,Shumyachi,RU,2021-08-13 01:24:10,53.8583,32.4242,54.0,98,80,8.39
386,Ust-Kuyga,RU,2021-08-13 01:24:10,70.0167,135.6,62.47,62,100,13.13
387,Labuhan,ID,2021-08-13 01:24:10,-6.8844,112.2051,80.2,75,100,8.9
388,Gizo,SB,2021-08-13 01:24:11,-8.103,156.8419,82.67,72,100,10.4
389,Road Town,VG,2021-08-13 01:21:35,18.4167,-64.6167,82.2,79,100,21.32
390,Mogzon,RU,2021-08-13 01:24:11,51.7435,111.9606,61.74,66,61,9.55
391,Leningradskiy,RU,2021-08-13 01:24:12,69.3833,178.4167,51.93,53,100,2.86
392,Cap Malheureux,MU,2021-08-13 01:24:12,-19.9842,57.6142,72.09,83,15,5.01
393,Bukachacha,RU,2021-08-13 01:24:12,52.9833,116.9167,60.42,74,100,1.39
394,San Jeronimo,PE,2021-08-13 01:24:13,-11.9472,-75.2829,51.22,68,26,4.29
395,Tangkak,MY,2021-08-13 01:24:13,2.2673,102.5453,80.47,74,66,1.41
396,Nioro,GM,2021-08-13 01:24:14,13.35,-15.75,76.42,84,83,4.79
397,Petropavlovsk-Kamchatskiy,RU,2021-08-13 01:24:14,53.0452,158.6483,63.19,59,20,4.47
398,Oyama,JP,2021-08-13 01:24:14,36.3,139.8,73.65,97,100,7.02
399,Soyalo,MX,2021-08-13 01:24:15,16.9,-92.9167,68.9,97,93,3.33
400,Tabou,CI,2021-08-13 01:24:15,4.423,-7.3528,76.77,80,100,12.01
401,Provideniya,RU,2021-08-13 01:24:15,64.3833,-173.3,41.11,75,75,15.66
402,Novikovo,RU,2021-08-13 01:24:16,51.1537,37.8879,63.72,69,100,8.57
403,Naze,JP,2021-08-13 01:24:16,28.3667,129.4833,83.32,84,100,18.52
404,Malangali,TZ,2021-08-13 01:24:16,-8.5667,34.85,56.86,71,0,7.72
405,Vostok,RU,2021-08-13 01:24:17,46.4856,135.8833,71.73,44,4,2.73
406,Huanren,CN,2021-08-13 01:24:17,41.2647,125.3667,72.14,72,47,3.27
407,Hualmay,PE,2021-08-13 01:24:18,-11.0964,-77.6139,62.26,81,82,11.27
408,Koraput,IN,2021-08-13 01:24:18,18.8167,82.7167,71.98,89,96,1.86
409,Sangmelima,CM,2021-08-13 01:24:18,2.9333,11.9833,65.53,99,100,3.49
410,Ukiah,US,2021-08-13 01:20:03,39.1502,-123.2078,101.01,22,1,5.75
411,Emba,KZ,2021-08-13 01:24:19,48.8264,58.1442,61.14,50,0,9.37
412,Kuito,AO,2021-08-13 01:24:19,-12.3833,16.9333,54.1,21,1,2.35
413,Talaya,RU,2021-08-13 01:24:19,61.3833,152.75,76.48,46,26,2.98
414,Tiarei,PF,2021-08-13 01:24:20,-17.5333,-149.3333,82.42,74,3,11.16
415,Male,MV,2021-08-13 01:22:10,4.1748,73.5089,82.31,72,100,16.4
416,Berlevag,NO,2021-08-13 01:24:21,70.8578,29.0864,50.76,92,88,1.79
417,Hare Bay,CA,2021-08-13 01:24:21,48.8499,-54.0148,65.55,76,100,6.02
418,Bom Jesus,BR,2021-08-13 01:24:21,-9.0744,-44.3586,74.05,41,7,2.46
419,Beberibe,BR,2021-08-13 01:24:22,-4.1797,-38.1306,80.64,82,8,11.79
420,Antofagasta,CL,2021-08-13 01:19:39,-23.65,-70.4,56.48,81,47,6.78
421,Itarema,BR,2021-08-13 01:24:22,-2.9248,-39.9167,79.0,81,6,15.39
422,Pokhara,NP,2021-08-13 01:24:23,28.2333,83.9833,73.29,94,99,1.41
423,Bhatapara,IN,2021-08-13 01:24:23,21.7333,81.9333,79.34,77,100,6.24
424,Hede,CN,2021-08-13 01:24:24,33.7681,120.2517,76.86,86,100,9.75
425,Cordoba,AR,2021-08-13 01:24:24,-31.4135,-64.1811,44.44,45,0,6.91
426,Chingirlau,KZ,2021-08-13 01:24:24,51.095,54.0814,60.48,38,7,9.15
427,Palmer,US,2021-08-13 01:24:25,42.1584,-72.3287,78.22,100,75,0.0
428,Anadyr,RU,2021-08-13 01:24:25,64.75,177.4833,48.7,76,20,15.66
429,Chake Chake,TZ,2021-08-13 01:24:25,-5.2459,39.7666,72.66,84,10,8.3
430,Yaring,TH,2021-08-13 01:24:26,6.8662,101.3689,80.64,85,100,3.98
431,Namatanai,PG,2021-08-13 01:24:26,-3.6667,152.4333,83.55,72,100,7.74
432,Nanortalik,GL,2021-08-13 01:24:26,60.1432,-45.2371,44.46,83,64,9.35
433,La Asuncion,VE,2021-08-13 01:24:27,11.0333,-63.8628,69.53,100,97,11.5
434,Redlands,US,2021-08-13 01:24:27,34.0556,-117.1825,98.65,26,1,5.01
435,Harlingen,US,2021-08-13 01:24:27,26.1906,-97.6961,89.78,78,1,16.11
436,Bajil,YE,2021-08-13 01:24:28,15.0584,43.2851,89.53,65,69,3.56
437,Charters Towers,AU,2021-08-13 01:24:28,-20.1,146.2667,76.1,40,0,11.18
438,Khalkhal,IR,2021-08-13 01:24:29,37.6189,48.5258,66.74,40,4,5.97
439,Petropavlovka,RU,2021-08-13 01:24:29,50.6114,105.3196,68.74,66,8,2.35
440,Awassa,ET,2021-08-13 01:24:29,7.05,38.4667,58.41,90,63,3.85
441,Goundam,ML,2021-08-13 01:24:30,16.4145,-3.6708,88.54,51,100,13.71
442,Guerrero Negro,MX,2021-08-13 01:24:30,27.9769,-114.0611,83.35,65,8,14.12
443,Camocim,BR,2021-08-13 01:24:31,-2.9022,-40.8411,79.27,79,11,14.99
444,Otjiwarongo,NA,2021-08-13 01:24:31,-20.4637,16.6477,52.09,45,0,3.89
445,Banjar,ID,2021-08-13 01:24:31,-8.19,114.9675,80.46,77,30,4.7
446,Ushumun,RU,2021-08-13 01:24:32,52.7833,126.5333,69.67,55,98,4.79
447,Port Lincoln,AU,2021-08-13 01:24:32,-34.7333,135.8667,58.32,71,0,10.58
448,Karatau,KZ,2021-08-13 01:24:33,43.1667,70.4667,65.37,41,0,5.19
449,Lagoa,PT,2021-08-13 01:24:33,39.05,-27.9833,72.9,82,7,17.6
450,Yerbogachen,RU,2021-08-13 01:24:33,61.2767,108.0108,70.99,53,100,2.95
451,Lukulu,ZM,2021-08-13 01:24:34,-14.3707,23.242,54.5,28,0,4.94
452,Santa Cruz,BO,2021-08-13 01:24:34,-17.8,-63.1667,65.66,34,75,12.66
453,Russell,US,2021-08-13 01:24:34,32.3502,-85.1999,80.31,78,20,6.91
454,Harper,LR,2021-08-13 01:24:35,4.375,-7.7169,76.96,78,100,13.56
455,Kuching,MY,2021-08-13 01:20:21,1.55,110.3333,77.22,94,20,2.3
456,Eresos,GR,2021-08-13 01:24:35,39.1667,25.9333,75.85,67,0,13.06
457,Los Llanos De Aridane,ES,2021-08-13 01:24:35,28.6585,-17.9182,69.55,87,20,10.36
458,Adana,TR,2021-08-13 01:24:36,36.985,35.2881,79.81,80,0,0.0
459,Shawnee,US,2021-08-13 01:24:36,39.05,-95.7669,84.06,71,1,6.91
460,Atar,MR,2021-08-13 01:24:37,20.5169,-13.0499,95.38,14,99,12.1
461,Barra Do Garcas,BR,2021-08-13 01:24:37,-15.89,-52.2567,73.6,26,10,3.67
462,Meulaboh,ID,2021-08-13 01:24:37,4.1363,96.1285,76.69,89,100,6.15
463,Gazanjyk,TM,2021-08-13 01:24:38,39.2446,55.5154,82.92,21,2,7.47
464,Bakersfield,US,2021-08-13 01:24:38,35.3733,-119.0187,102.85,21,1,5.99
465,Acajutla,SV,2021-08-13 01:24:38,13.5928,-89.8275,81.09,79,40,2.66
466,Vila Franca Do Campo,PT,2021-08-13 01:24:39,37.7167,-25.4333,73.81,82,48,10.8
467,Rawson,AR,2021-08-13 01:24:39,-43.3002,-65.1023,53.53,33,0,10.85
468,Conceicao Do Araguaia,BR,2021-08-13 01:24:39,-8.2578,-49.2647,82.53,47,0,4.07
469,Okha,RU,2021-08-13 01:24:40,53.5739,142.9478,69.6,56,72,8.86
470,Vryheid,ZA,2021-08-13 01:24:40,-27.7695,30.7917,46.76,81,100,9.1
471,Sao Filipe,CV,2021-08-13 01:24:40,14.8961,-24.4956,75.76,79,13,13.18
472,San Cristobal,VE,2021-08-13 01:24:41,7.7669,-72.225,73.58,97,96,2.62
473,Plettenberg Bay,ZA,2021-08-13 01:24:41,-34.0527,23.3716,51.24,79,87,5.26
474,Nanakuli,US,2021-08-13 01:24:42,21.3906,-158.1547,91.35,45,20,11.5
475,Carmarthen,GB,2021-08-13 01:24:42,51.8555,-4.3054,62.53,77,75,24.16
476,Rubtsovsk,RU,2021-08-13 01:24:42,51.5,81.25,58.01,93,100,10.96
477,Tortoli,IT,2021-08-13 01:24:43,39.9256,9.6572,80.82,47,2,2.15
478,Udachnyy,RU,2021-08-13 01:24:43,66.4167,112.4,63.91,59,100,6.91
479,Ngaoundere,CM,2021-08-13 01:24:44,7.3167,13.5833,62.01,96,99,1.77
480,Kharp,RU,2021-08-13 01:24:44,66.8014,65.8081,57.69,83,100,3.67
481,Reo,BF,2021-08-13 01:24:44,12.3167,-2.4667,74.52,87,100,5.5
482,Zhob,PK,2021-08-13 01:24:45,31.3411,69.4481,79.95,36,0,0.81
483,Hambantota,LK,2021-08-13 01:20:06,6.1241,81.1185,79.7,79,100,18.43
484,Lapeer,US,2021-08-13 01:24:45,43.0514,-83.3188,81.95,94,1,0.0
485,Novhorodka,UA,2021-08-13 01:24:46,48.3651,32.6578,59.11,69,0,8.5
486,Polunochnoye,RU,2021-08-13 01:24:46,60.8697,60.4153,51.26,77,85,3.22
487,Flinders,AU,2021-08-13 01:24:46,-34.5833,150.8552,64.06,52,0,5.01
488,Miri,MY,2021-08-13 01:24:47,4.4148,114.0089,78.94,89,20,2.3
489,Jawhar,SO,2021-08-13 01:24:47,2.7809,45.5005,73.35,87,17,10.96
490,Mega,ET,2021-08-13 01:24:47,4.05,38.3,59.31,69,70,16.42
491,Pacific Grove,US,2021-08-13 01:24:48,36.6177,-121.9166,93.15,78,1,5.99
492,Brasilia,BR,2021-08-13 01:24:30,-15.7797,-47.9297,70.72,37,0,5.75
493,Hauterive,FR,2021-08-13 01:24:48,46.0901,3.4459,66.96,89,88,2.75
494,Dinghai,CN,2021-08-13 01:24:49,26.2847,119.7936,85.12,89,100,13.62
495,Tianpeng,CN,2021-08-13 01:24:49,30.9866,103.9393,72.07,87,100,4.88
496,Verkhoyansk,RU,2021-08-13 01:24:49,67.5447,133.385,69.22,48,87,7.16
497,Okhotsk,RU,2021-08-13 01:24:50,59.3833,143.3,63.64,79,100,7.05
498,Vanimo,PG,2021-08-13 01:24:50,-2.6741,141.3028,83.93,68,100,5.84
499,Lata,PT,2021-08-13 01:24:50,40.1629,-8.3327,62.92,92,10,1.97
500,Arrecife,ES,2021-08-13 01:24:51,28.963,-13.5477,73.47,68,90,12.66
501,Baraganul,RO,2021-08-13 01:24:51,44.8,27.5167,69.57,52,100,6.55
502,Olinda,BR,2021-08-13 01:24:52,-8.0089,-34.8553,74.93,88,75,9.22
503,Hovd,MN,2021-08-13 01:24:52,48.0056,91.6419,68.59,35,87,1.95
504,Diego De Almagro,CL,2021-08-13 01:24:52,-26.3667,-70.05,51.58,51,0,0.65
505,Kralendijk,BQ,2021-08-13 01:24:53,12.15,-68.2667,82.38,83,40,13.8
506,Wajir,KE,2021-08-13 01:24:53,1.7471,40.0573,74.05,54,7,15.37
507,Quartucciu,IT,2021-08-13 01:24:53,39.2519,9.1794,77.88,73,0,5.75
508,Mutis,CO,2021-08-13 01:24:54,6.2262,-77.4044,77.68,89,100,5.55
509,Kununurra,AU,2021-08-13 01:24:54,-15.7667,128.7333,87.78,23,0,14.97
510,Grindavik,IS,2021-08-13 01:24:54,63.8424,-22.4338,54.55,93,0,16.11
511,Inyonga,TZ,2021-08-13 01:24:55,-6.7167,32.0667,64.18,50,0,3.76
512,Skelleftea,SE,2021-08-13 01:24:55,64.7507,20.9528,51.01,69,42,4.61
513,Igrim,RU,2021-08-13 01:24:55,63.1906,64.4162,59.07,66,100,6.6
514,Ballina,AU,2021-08-13 01:24:56,-28.8667,153.5667,69.98,78,75,8.05
515,Pevek,RU,2021-08-13 01:24:56,69.7008,170.3133,40.26,99,100,9.86
516,Comodoro Rivadavia,AR,2021-08-13 01:24:57,-45.8667,-67.5,62.46,27,0,5.75
517,Dubbo,AU,2021-08-13 01:24:57,-32.25,148.6167,57.33,47,0,14.97
518,Odweyne,SO,2021-08-13 01:24:57,9.4092,45.064,73.83,49,7,10.4
519,Letterkenny,IE,2021-08-13 01:24:58,54.95,-7.7333,54.61,80,75,11.1
520,Eyl,SO,2021-08-13 01:24:58,7.9803,49.8164,75.36,82,71,16.13
521,Mahibadhoo,MV,2021-08-13 01:24:58,3.7833,72.9667,82.53,71,100,15.93
522,Camacha,PT,2021-08-13 01:24:59,33.0833,-16.3333,69.22,73,40,5.75
523,Palmas,BR,2021-08-13 01:24:59,-10.2128,-48.3603,78.67,50,0,2.3
524,Kuah,MY,2021-08-13 01:24:59,6.3265,99.8432,82.4,83,20,4.61
525,Garissa,KE,2021-08-13 01:25:00,-0.4536,39.6401,71.8,77,9,14.9
526,Luderitz,NA,2021-08-13 01:25:00,-26.6481,15.1594,52.99,68,0,21.59
527,Quang Ngai,VN,2021-08-13 01:25:00,15.1167,108.8,86.43,63,100,3.65
528,Tarpon Springs,US,2021-08-13 01:25:01,28.1461,-82.7568,79.02,92,40,3.0
529,Nishihara,JP,2021-08-13 01:25:01,26.1842,127.7558,84.25,84,75,16.11
530,Inirida,CO,2021-08-13 01:25:02,3.8653,-67.9239,73.02,97,100,1.43
531,Yinchuan,CN,2021-08-13 01:25:03,38.4681,106.2731,76.01,47,0,5.66
532,Placido De Castro,BR,2021-08-13 01:25:04,-10.3353,-67.1856,75.2,47,6,3.24
533,Vondrozo,MG,2021-08-13 01:25:04,-22.8167,47.2833,57.74,83,0,3.69
534,Russkaya Polyana,UA,2021-08-13 01:25:05,49.417,31.9201,58.14,75,0,7.18
535,Kota Bahru,MY,2021-08-13 01:25:05,6.1333,102.2386,80.6,83,20,3.44
536,Bhag,PK,2021-08-13 01:25:05,29.0415,67.8239,89.28,50,19,9.69
537,San Miguel,SV,2021-08-13 01:25:06,13.4833,-88.1833,82.06,83,75,2.3
538,Port-Gentil,GA,2021-08-13 01:25:06,-0.7193,8.7815,77.14,79,62,10.65
539,Mehamn,NO,2021-08-13 01:25:07,71.0357,27.8492,51.89,88,100,0.51
540,Svetlyy,RU,2021-08-13 01:25:07,54.675,20.1347,57.25,83,16,5.86
541,Ternate,ID,2021-08-13 01:25:07,0.8,127.4,82.27,74,23,1.72
542,Porto Walter,BR,2021-08-13 01:25:08,-8.2686,-72.7439,79.38,50,92,2.33
543,Camopi,GF,2021-08-13 01:25:08,3.1655,-52.3158,73.67,98,100,2.46
544,Bathsheba,BB,2021-08-13 01:25:08,13.2167,-59.5167,79.41,89,40,6.91
545,Egvekinot,RU,2021-08-13 01:21:04,66.3167,-179.1667,48.33,64,95,6.06
546,Orlik,RU,2021-08-13 01:25:09,52.5178,99.825,55.87,90,100,1.07
547,Flin Flon,CA,2021-08-13 01:25:09,54.7682,-101.865,59.31,40,30,7.65
548,Kozulka,UA,2021-08-13 01:25:10,50.0351,23.797,50.29,80,0,1.81
549,Alugan,PH,2021-08-13 01:25:10,12.2188,125.4808,83.14,75,98,1.63
550,Rubiataba,BR,2021-08-13 01:25:10,-15.1644,-49.8033,75.6,26,32,2.89
551,Erzin,TR,2021-08-13 01:25:11,36.9559,36.2,79.52,69,0,1.86
552,San Jose,US,2021-08-13 01:23:10,37.3394,-121.895,91.96,56,75,13.8
553,Stornoway,GB,2021-08-13 01:25:12,58.2093,-6.3865,55.92,94,75,28.77
554,Rantoul,US,2021-08-13 01:25:12,40.3084,-88.1559,70.25,100,1,3.44
555,Payson,US,2021-08-13 01:25:12,40.0444,-111.7321,95.4,19,1,5.75
556,Guatire,VE,2021-08-13 01:25:13,10.4762,-66.5427,79.3,97,39,0.83
557,Rotenburg,DE,2021-08-13 01:25:13,53.1167,9.4,64.22,88,65,3.31
558,Touros,BR,2021-08-13 01:25:13,-5.1989,-35.4608,74.3,79,3,14.14
559,Mulchen,CL,2021-08-13 01:25:14,-37.7167,-72.2333,43.95,79,0,2.89
560,Middle Island,US,2021-08-13 01:25:14,40.8843,-72.9373,83.44,81,1,6.91
